ID	audio	tgt_text
209	ted_3_62.wav	Et si nous pouvions faire le plus de bien, non pas en poursuivant les gros pathogènes effrayants et en leur lançant des boules de feu, mais plutôt en faisant quelque chose de beaucoup plus discret, subtil et moins séduisant et moins conventionnel ?
210	ted_3_63.wav	Et si ce que nous devons vraiment faire, c'est cela ?
211	ted_3_64.wav	Nous avons de la chance d'avoir cette série d'indices de la nature qui indiquent que l'on peut mener une vie saine sans PRP.
212	ted_3_65.wav	Donc nous parcourons le globe à la recherche d'outils pour diminuer cela.
213	ted_3_66.wav	Et des idées brillantes sont un excellent point de départ, mais elles doivent également pouvoir être transformées en médicaments réels et pratiques, qui restent suffisamment longtemps dans le corps pour être efficaces, qui sont sûrs, manufacturables et très délicats pour le cerveau, en atteignant les cellules que nous devons cibler.
214	ted_3_68.wav	Mais je tiens juste à vous rassurer, car je vous vois tressaillir, voulant me demander, je vous promets que nous avons certainement déjà entendu parler de CRISPR.
215	ted_3_70.wav	Nous trouvons la molécule, puis nous la déployons pour épuiser le carburant avant l'incendie.
216	ted_3_74.wav	Là où nous avons des lettres du futur pour nous guider, là où ce qui est en jeu sont des cerveaux humains irremplaçables, nous devons viser plus haut.
217	ted_3_78.wav	Mais nous savons tous que si vous faites une crise cardiaque et que vous entrez aux urgences à ce moment-là et qu'ils vous donnent un statine, cela ne servira à rien.
218	ted_3_80.wav	Et certains d'entre nous n'ont pas le luxe de ne faire que ce qui est confortable.
219	ted_3_81.wav	Je vois ce paradoxe au cœur de notre mission.
220	ted_3_83.wav	Nous en savons tellement plus sur le cerveau et sur la manière de faire pénétrer les médicaments à l'intérieur que nous ne le faisions il y a même quelques années.
221	ted_3_86.wav	Mais nous avons assez de briques dans le mur pour pouvoir nous y tenir et atteindre une thérapie rationnelle.
222	ted_3_87.wav	Nous devons être les personnes à dire que le moment biotechnologique est mûr.
223	ted_3_89.wav	Et de la même manière, nous devons respecter l'immense univers de tout ce que nous ne savons pas sur le cerveau.
224	ted_3_90.wav	Nous devons écouter l'appel pour protéger ce que nous ne pouvons pas reconstruire.
225	ted_3_92.wav	Notre quête nécessite cette forme extrême des deux.
226	ted_3_94.wav	Il y a une décennie, si tu m'avais demandé, Sonya, quel est le Graal de ta quête ?
227	ted_3_95.wav	J'aurais dit, c'est cette molécule dont je t'ai parlé.
228	ted_3_97.wav	Mais et si trouver la molécule n'est pas le but ?
229	ted_3_99.wav	Il s'avère qu'il faut davantage pour tester de manière significative un nouveau médicament chez les humains, notamment pour les maladies rares et surtout pour la prévention.
230	ted_3_101.wav	Et si vous êtes nous, vous devez tout construire en parallèle, car vous courez contre une horloge que vous ne pouvez pas voir.
231	ted_3_105.wav	Il y aura la course au premier médicament et la course au meilleur médicament.
232	ted_3_106.wav	Nous sommes loin de la fin de cette quête, mais nous sommes loin du début.
233	ted_3_109.wav	Mais ce que nous avons, et oh la la, sommes-nous chanceux de l'avoir, c'est le danger.
234	ted_3_110.wav	Il y a encore plus à dire sur ce que c'est que de vivre avec le danger, mais pour autant que je sache, vous êtes tous humains, alors je pense que, d'une manière ou d'une autre, vous savez.
235	ted_3_111.wav	Récemment, j'ai dit à un ami que je me considère chanceux, et il a été très surpris.
236	ted_3_113.wav	Et mon esprit a été un peu soufflé, parce que c'est moi.
237	ted_3_114.wav	Il n'y a pas de version de ma vie où vous retirez la mutation et maintenez le reste constant.
238	ted_3_115.wav	D'une part, j'ai été malchanceux, et ne vous méprenez pas, je ne veux vraiment pas mourir jeune.
239	ted_3_116.wav	En même temps, cette mauvaise carte m'a lancé dans une quête avec une équipe.
240	ted_3_117.wav	Et la merveille de cette vie exacte est que je rencontre constamment les meilleurs côtés des gens, y compris des versions d'Eric et de moi-même que je n'aurais pas connues autrement.
241	ted_3_120.wav	Et pourtant, nous voilà tous, façonnant notre propre grâce à partir des matériaux bruts les plus étranges.
242	ted_3_121.wav	Ce n'est pas si mal d'être appelé à remarquer.
243	ted_3_122.wav	En parlant de grâce, je veux que vous rencontriez ces gars.
244	ted_3_127.wav	Ma mère n'a jamais eu l'occasion de rencontrer ces enfants, et elle aurait été une grand-mère lumineuse.
245	ted_3_128.wav	Mais si elle l'avait fait, nous n'aurions pas su à temps pour éviter de le transmettre.
246	ted_3_129.wav	Ainsi, quelque part entre la douleur d'avoir perdu quelqu'un si jeune, se trouve cette autre chose, ce don transgénérationnel.
247	ted_3_130.wav	Je marche aux côtés de ces enfants sur leur propre chemin, du mieux que je peux, et tu sais comment c'est avec les enfants.
248	ted_3_131.wav	Parfois, la forme de l'avenir demande à être envisagée.
249	ted_3_132.wav	Et peut-être, de façon grande ou petite, c'est un luxe que chacun d'entre nous n'a pas.
250	ted_3_133.wav	Que voudrait-il dire de faire tout cela de manière moins narrative ?
251	ted_3_134.wav	Et si nos vies, nos vies ensemble, étaient mieux vécues non pas comme de la prose, mais comme de la poésie ?
252	ted_3_135.wav	Je suis toujours en train de réfléchir à cette question, mais je suis content de l'avoir avec moi.
253	ted_3_140.wav	Voici une maladie rare, mais on dirait que certaines choses que vous apprenez pourraient être applicables à d'autres maladies.
254	ted_3_142.wav	Je le vois de toutes sortes de manières, et c'est comme ça que ça se passe avec la science, n'est-ce pas ?
255	ted_3_144.wav	Et, tu sais, la chose que je mettrais en avant, c'est que nous sommes ici, avec cette maladie qui est à certains égards très claire.
256	ted_3_145.wav	Vous développez des symptômes, puis vous décédez trois ou six mois plus tard.
257	ted_3_152.wav	Je pense que nous avons un solide argument pour dire que nous devons prévenir, et que nous avons les outils pour le faire.
258	ted_3_153.wav	Mais ce n'est pas la seule maladie pour laquelle c'est ce que nous devons faire.
259	ted_3_154.wav	Je pense simplement que nous sommes en position de mener la charge.
260	ted_3_155.wav	L'idée selon laquelle il existe d'autres protéines dans un corps qui pourraient être sujettes à une maladie, et que la meilleure chose à faire est de les éliminer et de trouver comment vivre sans elles plutôt que de prendre des risques, pourrait être appliquée dans d'autres circonstances.
261	ted_4_4.wav	La mort rôde dans les champs d'Ukraine et les rues de Gaza.
262	ted_4_6.wav	Et au Moyen-Orient, les tambours de la guerre résonnent de plus en plus fort chaque jour.
263	ted_4_15.wav	Eh bien, votre réponse à cette question dépend probablement de l'endroit où vous avez obtenu vos informations car voici quelques autres histoires des 12 derniers mois.
264	ted_4_16.wav	Quelques autres rapports de déclin dont vous n'avez peut-être pas entendu parler.
265	ted_4_17.wav	La déforestation dans l'ensemble du bassin amazonien a diminué de 55 pour cent.
266	ted_4_18.wav	Et le taux de criminalité violente aux États-Unis a diminué à son niveau le plus bas depuis les années 1960.
267	ted_4_19.wav	Au cours des 12 derniers mois, un nombre record de pays ont éliminé une maladie, notamment pour la première fois, l'hépatite C par l'Égypte et la fièvre noire par le Bangladesh.
268	ted_4_20.wav	Quand j'étais au lycée, c'était la maladie infectieuse la plus mortelle au monde.
269	ted_4_22.wav	Peut-être avez-vous ressenti du désespoir face au changement climatique ou à la peur du fascisme qui s'élève tel Dracula du cercueil des excès de ressources et de la décadence politique.
270	ted_4_23.wav	Mais l'année dernière, les émissions de carbone dans les économies avancées ont diminué pour revenir au même niveau qu'il y a 50 ans.
271	ted_4_25.wav	Et la pollution de l'air diminue désormais dans 21 des 25 plus grandes villes du monde.
272	ted_4_26.wav	Aux côtés de ces baisses, d'autres choses ont été en hausse.
273	ted_4_27.wav	Il y a 50 millions de filles de plus à l'école aujourd'hui que sous une décennie.
274	ted_4_28.wav	Et l'année dernière, 418 millions d'enfants dans le monde ont été nourris à l'école.
275	ted_4_31.wav	Depuis notre dernière réunion, des millions de personnes ont eu accès à l'eau.
276	ted_4_32.wav	Des dizaines de millions de personnes ont aujourd'hui accès à l'électricité.
277	ted_4_33.wav	Il semble que la Thaïlande et le Japon vont être les deux prochains sur cette liste.
278	ted_4_34.wav	Et au moins 10 pays au cours des 12 derniers mois ont adopté des lois élargissant les droits des femmes, dont la France, qui est récemment devenue le premier pays à inscrire les droits en matière de reproduction dans sa constitution.
279	ted_4_35.wav	En 2023, nous avons installé tellement d'éoliennes et de panneaux solaires que cela a changé la trajectoire de notre avenir climatique, avec les émissions de carbone de la Chine maintenant prévues pour commencer à diminuer dès cette année.
280	ted_4_36.wav	En 2024, nous allons installer une capacité de fabrication mondiale d'énergie solaire suffisante pour atteindre nos objectifs de zéro émission nette d'ici la fin de cette décennie.
281	ted_4_38.wav	Il y a trop d'élan maintenant pour arrêter la transition vers les énergies propres.
282	ted_4_43.wav	Saviez-vous que 2023 était sans doute la meilleure année de tous les temps pour la conservation ?
283	ted_4_44.wav	Nous avons protégé de vastes étendues de terre en Alaska, en Amazonie, en Afrique australe et sur l'ensemble du plateau tibétain, une région plus grande que toute l'Europe occidentale.
284	ted_4_45.wav	Au cours des 12 derniers mois, des centaines d'histoires de villes reverdies, de terres agricoles rewildées, de rivières nettoyées, d'îles restaurées ont été rapportées.
285	ted_4_46.wav	Et les populations de chacune de ces espèces récupèrent ou sont en hausse.
286	ted_4_47.wav	Regarde, je sais que beaucoup de choses ne se passent pas bien.
287	ted_4_48.wav	Vous savez que beaucoup de choses ne tournent pas rond.
288	ted_4_49.wav	Il ne s'agit pas d'une tentative étrange d'annuler ou d'équilibrer les mauvaises nouvelles.
289	ted_4_51.wav	Si nous voulons que davantage de personnes se consacrent à la tâche de faire des progrès, alors peut-être devrions-nous dire à davantage de personnes qu'il est possible de faire des progrès.
290	ted_4_52.wav	Si vous êtes à mi-chemin de la montagne, vous ne vous contentez pas de regarder en haut et de dire, oh la la, ça a l'air si raide.
291	ted_4_53.wav	Vous regardez en arrière et vous vous rappelez jusqu'où nous sommes déjà arrivés.
292	ted_4_54.wav	Au cours des 12 derniers mois, malgré tous les défis, nous avons progressé un peu plus loin.
293	ted_4_56.wav	Au Nevada, ils utilisent des techniques géothermiques pour exploiter l'énergie propre de notre planète.
294	ted_4_57.wav	À la frontière de la Belgique et de la France, ils utilisent des bactéries pour décomposer le plastique.
295	ted_4_59.wav	Et dans l'espace, de nouveaux satellites signifient que les pollueurs n'ont plus nulle part où se cacher.
296	ted_4_60.wav	Nous pouvons réaliser des miracles, en permettant à des personnes paralysées de marcher en lisant leurs ondes cérébrales et en envoyant les signaux à leur moelle épinière.
297	ted_4_61.wav	Nous avons cartographié un quart de tout le plancher océanique et la nouvelle puce Blackwell de NVIDIA contient autant de transistors qu'il y a d'étoiles dans toute la Voie lactée.
298	ted_4_62.wav	L'année dernière, nous avons commencé à utiliser l'édition génétique CRISPR pour traiter des maladies comme la bêta-thalassémie et la drépanocytose.
299	ted_4_63.wav	Et nous avons créé le plus grand atlas jamais réalisé des cellules du cerveau humain.
300	ted_4_64.wav	Il y a deux ans, j'ai failli perdre ma vie à cause d'une infection bactérienne.
301	ted_4_66.wav	A l'avenir, beaucoup plus de gens pourront dire la même chose.
302	ted_4_67.wav	Nos instruments scientifiques sont maintenant assez sensibles pour voir des plantes se parler et pour détecter les ondes gravitationnelles issues des collisions entre trous noirs supermassifs.
303	ted_4_68.wav	Tout à coup, nous savons que nous fredonnons en harmonie avec l'ensemble de l'univers, que chacun de nous contient la signature de tout ce qui a jamais existé.
304	ted_4_71.wav	Tous les niveaux croissants ne résultent pas forcément en une perte, et parfois il y a vraiment de nouvelles choses sous le soleil.
305	ted_4_72.wav	Voici les histoires des courageux et des brillants, et ils méritent également notre attention.
306	ted_5_0.wav	Tu sais, je suis l'un de ces adultes qui adorent toujours jouer avec des LEGO.
307	ted_5_1.wav	J'ai adoré ces souvenirs de Berlin des années 80 quand j'ai grandi, et je les aime toujours.
308	ted_5_2.wav	Et ces jours-ci, je construis des LEGO avec mes enfants les samedis après-midi.
309	ted_5_3.wav	Et la raison pour laquelle mon amour pour LEGO est resté intact est tout simplement que LEGO est un système permettant de réaliser la créativité avec presque aucune barrière à l'entrée.
310	ted_5_4.wav	Maintenant, je ne suis pas seulement un père LEGO, je suis aussi le PDG de GitHub.
311	ted_5_5.wav	Et si vous ne connaissez pas GitHub, vous pouvez le considérer comme le domicile de la programmation.
312	ted_5_6.wav	C'est là que tous les développeurs de logiciels, les nerds en chef de notre société, collaborent ensemble.
313	ted_5_7.wav	Et c'est partie de notre mission de rendre aussi facile que possible pour chaque développeur de concrétiser des idées petites et grandes avec du code.
314	ted_5_8.wav	Mais contrairement aux LEGO, le processus de création de logiciels semble intimidant pour la plupart des gens.
315	ted_5_9.wav	Tout a commencé à changer lorsque ChatGPT est arrivé fin 2022.
316	ted_5_10.wav	Maintenant, nous vivons dans un monde où les machines intelligentes nous comprennent autant que nous les comprenons.
317	ted_5_12.wav	Et ceci va changer à jamais la façon dont nous créons des logiciels.
318	ted_5_13.wav	Jusqu'à présent, pour créer des logiciels, vous deviez être un développeur de logiciels professionnel.
319	ted_5_14.wav	Vous deviez comprendre, parler et interpréter le langage hautement complexe, parfois absurde, d'une machine que nous appelons code.
320	ted_5_17.wav	Cela, du début des années 1940, est le premier langage de programmation informatique au monde appelé PlanKalkül.
321	ted_5_18.wav	Cela a posé les bases du code moderne que nous utilisons aujourd'hui.
322	ted_5_20.wav	Avance rapide d'environ 20 ans vers le langage de programmation appelé COBOL.
323	ted_5_21.wav	COBOL a été inventé pendant les années Eisenhower, mais il reste un langage important pour bon nombre de nos plus grandes institutions financières.
324	ted_5_22.wav	Wall Street, votre compte d'épargne, vos cartes de crédit, tout cela fonctionne aujourd'hui grâce à cela.
325	ted_5_23.wav	Nous voyons ici quelques mots familiers, mais structurellement, je ne pense pas que cela ait beaucoup de sens pour la plupart d'entre vous.
326	ted_5_24.wav	Avance rapide de 30 ans en 1991, et nous avons vu la naissance de Python, l'un des langages de programmation les plus populaires dans cette ère de l'IA.
327	ted_5_25.wav	En 80 ans, nous sommes passés de bulles à parenthèses à des bribes d'anglais, et pourtant, nous ne sommes pas du tout arrivés aussi près de l'intuitivité du langage humain.
328	ted_5_29.wav	Nous avons introduit des exercices de programmation aléatoires dans ce modèle brut, et comme par magie, il en a résolu 93 pour cent lors des premières tentatives.
329	ted_5_30.wav	Nous, chez GitHub, avons reconnu que nous avions quelque chose d'exceptionnel entre les mains, et nous avons rapidement développé un nouvel outil pour les développeurs appelé GitHub Copilot, un assistant IA qui prédit et complète le code pour les développeurs de logiciels.
330	ted_5_31.wav	Le Copilot est désormais l'outil de développement d'IA le plus adopté sur la planète.
331	ted_5_32.wav	L'ère de la programmation a été réinventée, mais les possibilités de la percée ont été plus loin que simplement ces résultats commerciaux, car les grands modèles linguistiques qui alimentent ChatGPT et Copilot sont formés sur une vaste bibliothèque d'informations humaines.
332	ted_5_33.wav	Ils comprennent et interprètent presque toutes les langues humaines, chaque langue humaine majeure.
333	ted_5_35.wav	Nous avons créé une nouvelle fusion entre le langage humain et celui d'une machine.
334	ted_5_36.wav	Avec Copilot, toute personne peut désormais créer des logiciels dans n'importe quelle langue humaine avec une seule instruction écrite.
335	ted_5_37.wav	Voici la percée la plus profonde dans la technologie depuis la genèse du développement de logiciels lui-même.
336	ted_5_39.wav	Je pense que ce chiffre est sur le point d'exploser, et je veux vous montrer pourquoi ici sur mon MacBook.
337	ted_5_40.wav	Nous avons tout commencé avec le Copilot original, ou comme nous disons le Copilot OG, et il a vraiment juste prédit et complété le code dans l'éditeur.
338	ted_5_41.wav	Vous pouvez considérer l'éditeur comme, vous savez, le Google Docs pour les développeurs, et lorsque vous avez un document ouvert, vous savez comment c'est, une page vide, qu'est-ce que je veux réellement faire?
339	ted_5_42.wav	Et j'ai mentionné Lego, alors construisons une brique Lego en 3D sur une page web.
340	ted_5_43.wav	Alors ce que font les développeurs, tu sais, c'est qu'ils commencent à taper, et donc je tape dans un fichier JavaScript, je crée une fonction pour créer une brique Lego.
341	ted_5_47.wav	Donc maintenant je peux simplement appuyer sur la touche Tab et appuyer sur Entrée, et j'obtiens une autre suggestion, tu sais, pour créer une tour en Lego.
342	ted_5_50.wav	Et ici encore, vous voyez un texte fantôme de Copilot immédiatement disponible pour moi.
343	ted_5_51.wav	Et si j'aime ce que je vois ici, alors je me mets un peu plus en mode d'écriture et de compréhension, je peux juste accepter cela.
344	ted_5_53.wav	Parce qu'au lieu d'écrire dix lignes de code elles-mêmes ou de les copier-coller depuis Internet, elles les obtiennent directement dans l'éditeur.
345	ted_5_55.wav	Maintenant, ce que le Copilote OG ne m'a pas offert, c'est un moyen d'interagir avec cela.
346	ted_5_57.wav	Je ne peux pas, tu sais, lui donner des instructions pour faire des choses différentes.
347	ted_5_58.wav	L'année dernière, nous avons lancé une nouvelle fonctionnalité, Copilot Chat, et vous pouvez la percevoir comme un chat GPT dans votre éditeur.
348	ted_5_59.wav	Donc je peux ouvrir ceci dans la barre latérale, et maintenant je lui demande de créer une page web entière avec une brique Lego en 3D pour moi.
349	ted_5_60.wav	Maintenant, tu sais, similaire au chat GPT, il diffuse la réponse et il ne me donne pas seulement du code, mais il me donne en réalité une explication.
350	ted_5_62.wav	Vous pouvez voir les commentaires qui expliquent ce que fait ce code.
351	ted_5_63.wav	Il utilise une bibliothèque open source appelée 3JS, et ainsi, vous pouvez voir ici l'idée d'autonomiser les développeurs et les personnes désireuses d'apprendre le développement.
352	ted_5_65.wav	Maintenant je peux aller ici, examiner ce code, et je peux en fait appuyer sur ce bouton pour le copier dans mon fichier.
353	ted_5_66.wav	Mais je veux vous montrer quelque chose d'autre ici, et vous avez peut-être déjà vu cette petite icône de micro.
354	ted_5_67.wav	Ainsi, je peux l'utiliser pour parler à Copilot, et je veux lui demander en allemand ce que fait ce code qui se trouve sur le côté gauche dans l'éditeur.
355	ted_5_68.wav	Et maintenant, tu sais, Copilot répond de nouveau, mais il me répond en allemand, n'est-ce pas ?
356	ted_5_69.wav	Donc, cela dit, si je traduis de façon approximative, oui, bien sûr, ce code JavaScript définit une fonction nommée drawLegoBrick.
357	ted_5_72.wav	Maintenant, ce que vous voyez aussi, c'est que vous devez toujours un peu comprendre comment vous allez assembler tout ça, n'est-ce pas ?
358	ted_5_74.wav	J'ai du code sur lequel je dois itérer sur ma machine.
359	ted_5_75.wav	Je dois trouver comment déployer ceci sur le cloud pour pouvoir le partager avec mes amis.
360	ted_5_77.wav	Voici à quoi cela ressemble si j'ai effectué toutes ces étapes en tant que développeur.
361	ted_5_78.wav	Vous pouvez voir, vous savez, c'est une brique qui tourne joliment.
362	ted_5_79.wav	Je peux en fait utiliser ma souris pour le tourner.
363	ted_5_81.wav	Vous pouvez même zoomer sur ceci et zoomer à l'extérieur de ceci.
364	ted_5_82.wav	Maintenant, je ne veux plus m'occuper de toutes ces tâches de développeur.
365	ted_5_83.wav	Je veux juste canaliser ma créativité directement dans la réalité.
366	ted_5_84.wav	Et donc pour la première fois sur scène, je vais vous présenter un nouveau produit que nous appelons Copilot Workspace qui fait exactement cela.
367	ted_5_85.wav	Voici mon espace de travail, et vous pouvez déjà voir qu'il n'y a plus d'éditeur.
368	ted_5_86.wav	Je peux simplement voir une tâche, et je peux entrer une tâche.
369	ted_5_88.wav	Je veux maintenant agrandir la brique Lego en une maison Lego, empiler les briques en forme de maison Lego.
370	ted_5_89.wav	Et je peux aussi le faire en allemand et dans d'autres langues, mais pour l'instant, restons en anglais.
371	ted_5_90.wav	Je peux enregistrer ma tâche, et maintenant ce qui se passe c'est que l'espace de travail Copilot analyse ce que j'ai déjà et ensuite décrit ce qu'il me propose.
372	ted_5_91.wav	En gros, cela reformule ma demande en un plan ou une spécification.
373	ted_5_92.wav	Et donc, vous pouvez voir ici, vous savez, tout est en langage naturel.
374	ted_5_93.wav	Il utilise certains noms de fichiers, bien sûr, mais il n'y a pas de code ici.
375	ted_5_94.wav	Tout est décrit en anglais, et je peux en fait y accéder pour éditer et apporter des modifications à cette ligne, ou alors je peux descendre ici et ajouter un autre élément si je pense que le plan n'est pas exactement ce que je veux.
376	ted_5_95.wav	Je peux aller plus loin et générer un plan, et maintenant un agent parcourt tous mes fichiers que j'ai déjà et détermine comment j'ai besoin de modifier ces fichiers ou, vous savez, si j'ai besoin d'ajouter des fichiers à mon référentiel.
377	ted_5_96.wav	Donc, tu sais, il veut ajouter une fonction createLegoHouse et appeler ensuite la fonction createLegoHouse.
378	ted_5_98.wav	Et maintenant, Copilot utilise ma tâche, ma spécification, mon plan pour écrire du code pour moi.
379	ted_5_102.wav	Maintenant je vois ici cela, et maintenant il importe une nouvelle ligne dans mon fichier et a écrit, tu sais, beaucoup de code ici qui effectue ces changements.
380	ted_5_105.wav	Alors voici un bouton qui me permet d'ouvrir un aperçu en direct, donc je peux faire cela, et maintenant les briques tombent du ciel et j'ai une maison Lego. 
381	ted_5_110.wav	C'est tout en direct.
382	ted_5_114.wav	Merci, Copilote.
383	ted_5_116.wav	Maintenant, ce que vous venez de voir, ce sont trois avancées en trois ans, trois avancées qui représentent plus de progrès dans l'accessibilité à la programmation informatique que ce que nous avons réalisé au cours des 100 dernières années.
384	ted_5_117.wav	Maintenant, vous pouvez voir comment cela va changer.
385	ted_5_118.wav	Parce qu'à l'avenir, chaque personne, peu importe la langue qu'elle parle, aura également le pouvoir de parler à la machine.
386	ted_5_119.wav	Toute langue humaine est désormais la seule compétence dont vous avez besoin pour commencer la programmation informatique.
387	ted_5_120.wav	Cela entraînera une montée en puissance mondialisée des développeurs de logiciels, et cela remodelera la géographie de notre économie mondiale.
388	ted_5_121.wav	Et pour cette raison, je pense qu'en 2030, voire même plus tôt, nous aurons plus d'1 milliard de développeurs de logiciels sur GitHub.
389	ted_5_122.wav	Cela va générer une nouvelle renaissance de la créativité humaine avec le logiciel.
390	ted_5_125.wav	Maintenant je sais à quoi tu penses.
391	ted_5_126.wav	Quel sacré nerd, n'est-ce pas ?
392	ted_5_127.wav	Et ouais, c'est vrai, j'adore construire des trucs comme ça.
393	ted_5_129.wav	Et bientôt, cela sera vrai pour tout le monde ici.
394	ted_5_130.wav	Les vannes de la dent de nerd ont été grandes ouvertes.
395	ted_5_131.wav	Maintenant, cela ne signifie pas que tout le monde deviendra un développeur de logiciels professionnel, ou même qu'ils devraient le devenir.
396	ted_5_132.wav	La profession d'un développeur de logiciels professionnel ne va nulle part.
397	ted_5_133.wav	Il y aura toujours une demande pour ceux qui conçoivent et maintiennent les plus grands systèmes logiciels au monde.
398	ted_5_134.wav	Nous ajoutons des millions de lignes de code chaque jour à des systèmes de plus en plus complexes, et nous avons du mal à suivre la maintenance de ceux déjà en place.
399	ted_5_135.wav	Comme toute infrastructure dans ce monde, nous avons besoin de vrais experts pour la préserver et la renouveler.
400	ted_5_136.wav	Le point ici n'est ni une volonté ni un devoir.
401	ted_5_138.wav	Et très bientôt, créer des logiciels sera aussi simple et agréable que d'empiler des Lego.
402	ted_5_140.wav	Mon Dieu, je dois dire, un milliard de développeurs rendent GitHub plus semblable à YouTube et TikTok qu'il ne l'est aujourd'hui.
403	ted_5_143.wav	Incroyable discours.
404	ted_5_144.wav	Vous avez dit que le développeur est toujours en charge.
405	ted_5_145.wav	Vous avez également dit que nous avons eu trois bonds en trois ans.
406	ted_5_146.wav	En avançant un peu, pensez-vous que les humains devront toujours être impliqués, ou est-ce que ces systèmes d'IA pourront automatiquement construire et entretenir des logiciels ?
407	ted_5_148.wav	Nous avons besoin d'un pilote qui soit créatif, qui puisse décider de ce qu'il faut faire.
408	ted_5_155.wav	Ce sont des systèmes très différents.
409	ted_5_157.wav	Aujourd'hui, ce sont quelques lignes de code, peut-être un fichier entier.
410	ted_5_158.wav	À l'avenir, cela pourrait être tout un sous-système.
411	ted_5_162.wav	Nous avons beaucoup de travail à faire.
412	ted_6_6.wav	Il n'y avait pas un seul œil à trouver dans ces eaux anciennes.
413	ted_6_9.wav	Il fut un temps où l'idée même de voir n'existait pas.
414	ted_6_12.wav	Alors, pour des raisons que nous commençons seulement à comprendre, les trilobites, les premiers organismes capables de détecter la lumière, ont émergé.
415	ted_6_13.wav	Ce sont les premiers habitants de cette réalité que nous tenons pour acquise.
416	ted_6_14.wav	Le premier à découvrir qu'il y a autre chose que soi, un monde de nombreux moi.
417	ted_6_15.wav	La capacité de voir est considérée comme ayant déclenché l'explosion cambrienne, une période durant laquelle une grande variété d'espèces animales ont fait leur entrée dans les archives fossiles.
418	ted_6_16.wav	Ce qui a commencé comme une expérience passive, le simple fait de laisser entrer la lumière, est rapidement devenu beaucoup plus actif.
419	ted_6_20.wav	La compréhension a entraîné des actions, et tout cela donne naissance à l'intelligence.
420	ted_6_21.wav	Aujourd'hui, nous ne sommes plus satisfaits seulement du don de l'intelligence visuelle de la nature.
421	ted_6_22.wav	La curiosité nous pousse à créer des machines pour voir aussi intelligemment que possible, voire mieux.
422	ted_6_23.wav	Il y a neuf ans, sur cette scène, j'ai présenté un premier rapport d'avancement sur la vision par ordinateur, un sous-domaine de l'intelligence artificielle.
423	ted_6_25.wav	Une famille d'algorithmes appelée réseau neuronal, un matériel spécialisé rapide appelé unités de traitement graphique, ou GPUs, et des données volumineuses, comme les 15 millions d'images que mon laboratoire a passé des années à collecter, appelé ImageNet.
424	ted_6_28.wav	À l'époque, simplement apposer des étiquettes sur des images était une grande avancée.
425	ted_6_29.wav	Mais la vitesse et la précision de ces algorithmes viennent de s'améliorer rapidement.
426	ted_6_30.wav	Le défi annuel ImageNet mené par mon laboratoire a mesuré les performances de ce progrès, et sur ce graphique, vous voyez l'amélioration annuelle et les modèles de jalons.
427	ted_6_31.wav	Nous sommes allés plus loin et avons créé des algorithmes capables de segmenter des objets ou de prédire les relations dynamiques entre eux dans ces travaux réalisés par mes étudiants et collaborateurs.
428	ted_6_33.wav	Rappelle-toi la dernière fois où je t'ai montré le premier algorithme de vision par ordinateur qui peut décrire une photo dans un langage naturel humain.
429	ted_6_34.wav	C'était un travail fait avec mon brillant ancien étudiant, Andrej Kapathy.
430	ted_6_35.wav	"À ce moment-là, j'ai poussé ma chance et j'ai dit : ""Andréj, pouvons-nous faire en sorte que les ordinateurs fassent l'inverse ?"""
431	ted_6_36.wav	Eh bien, comme vous pouvez le voir dans ce récent message, l'impossible est devenu possible.
432	ted_6_37.wav	Beaucoup d'entre vous ont vu les résultats impressionnants récents de Sora par OpenAI.
433	ted_6_38.wav	Mais même sans le nombre énorme de GPU, mes étudiants et nos collaborateurs ont développé un modèle vidéo génératif appelé WALT des mois avant Sora.
434	ted_6_41.wav	Je veux dire, regardez l'oeil de ce chat et la façon dont il passe sous la vague sans jamais se mouiller.
435	ted_6_42.wav	Et s'il dépasse le prologue, nous apprendrons de ces erreurs et créerons un avenir que nous imaginons.
436	ted_6_43.wav	Et dans ce futur, nous voulons que l'IA fasse tout ce qu'elle peut pour nous ou pour nous aider.
437	ted_6_44.wav	Pendant des années, j'ai dit que prendre une photo n'est pas la même chose que voir et comprendre.
438	ted_6_48.wav	Lorsque nous agissons sur ce monde dans l'espace tridimensionnel et le temps, nous apprenons à voir et à faire mieux.
439	ted_6_49.wav	La nature a créé ce cycle vertueux de voir et de faire, alimenté par l'intelligence spatiale.
440	ted_6_50.wav	Pour vous illustrer ce que votre intelligence spatiale fait constamment, regardez cette photo.
441	ted_6_51.wav	Levez la main si vous avez envie de faire quelque chose.
442	ted_6_52.wav	En une fraction de seconde, votre cerveau a examiné la géométrie de ce verre, sa place dans l'espace 3D, sa relation avec la table, le chat et tout le reste, et vous pouvez prédire ce qui va se passer ensuite.
443	ted_6_53.wav	L'impulsion à agir est innée chez tous les êtres dotés d'intelligence spatiale, qui lie la perception à l'action.
444	ted_6_54.wav	Et si nous voulons faire progresser l'IA au-delà de ses capacités actuelles, nous voulons plus qu'une IA qui peut voir et parler.
445	ted_6_57.wav	Les récents progrès en matière d'intelligence spatiale consistent à apprendre aux ordinateurs à voir, apprendre, faire et apprendre à voir et à faire mieux.
