ID	audio	tgt_text
170	1447510838326873839.wav	Также между каждой династией был нестабильный период разделенных провинций. Самым известным из этих периодов была эпоха Трех царств, происходившая в течение 60 лет между династиями Хань и Цзинь.
171	14572481585322233862.wav	Гренландия была заселена разреженно. В норвежских сагах говорится, что Эйрик Рыжий был изгнан с Исландии за убийство и, продолжая свой путь дальше на запад, обнаружил Гренландию и назвал её Гренландией.
172	14585898865749103727.wav	Термин насекомое используется энтомологами в формальном смысле для обозначения этой группы насекомых.
173	14624695685248966546.wav	Здесь до сих пор живут многие мужчины и женщины, выжившие в это время, и еще больше тех, у кого были близкие, кого убили или выработали на смерть там, как евреев, так и неевреев.
174	14643126700888487830.wav	Город также служит базой для восхождения на вулкан Нирагонго, а также для самого дешевого отслеживания горилл в горах в Африке.
175	14648010410081654131.wav	Не портите место, нанося надписи или царапины на строения.
176	14681158725429032808.wav	Однако после потери капитанской шайбы Индия набрала всего 36 очков, потеряв 7 викетов к концу иннинга.
177	14693330690944350091.wav	Между 22:00 и 23:00 по времени MDT заключенные подожгли пожар на дворе.
178	14704091860070528032.wav	Таким образом, вероятно, что запись была добавлена просто как метка.
179	14738234113419638776.wav	У них есть ноги с чешуей и когтями, они откладывают яйца и ходят на своих двух задних лапах, как Тираннозавр.
180	14805661830607478688.wav	Он добавил, что тем не следует, однако, просить брать на себя обязательства, выходящие за рамки их стадии развития, ответственности и возможностей.
181	14836289886440749215.wav	Фотографы затем заняли место престарелой женщины, так как ей потребовался туалет. Мендоза был застрелен.
182	1483818313790875806.wav	За всего две недели американцы и французские силы Свободной Франции освободили южную Францию и направились к Германии.
183	14855926442890309286.wav	Растения делают свою пищу из солнечного света путем фотосинтеза. Они также создают тень.
184	14868402834603110105.wav	Вскоре после начала боевых действий Британия начала морскую блокаду Германии.
185	14944400645209157789.wav	Построенная египтянами в третьем веке до нашей эры, Великая Пирамида - одна из многих крупных пирамид, построенных в честь умершего фараона.
186	14960809846091330730.wav	Федерация гимнастики США поддерживает письмо Национального олимпийского комитета Соединенных Штатов и признает необходимость всей Олимпийской семьи содействовать безопасной среде для всех наших спортсменов.
187	1497068838470674354.wav	Парад зданий, составляющих пейзаж Гонконга, сравнивают с сверкающей столбчатой диаграммой, явно обозначенной присутствием вод Виктория-Гарбора.
188	14982964006464846866.wav	В результате актёры курят каннабис на сцене, и сам театр призывает зрителей присоединиться.
189	14993919225529607964.wav	Митчелл Гурли из Австралии занял одиннадцатое место в мужском стоячем Супер-гиганте. Чехский участник Олдрих Елинек финишировал на шестнадцатом месте в мужском сидячем Супер-гиганте.
190	15004506730396162914.wav	Он не смог принять лекарства, необходимые для преодоления боли, так как они запрещены на Играх.
191	15038927295183526116.wav	Уровень pH указывается количеством ионов водорода (H в pH) в испытуемом химическом веществе.
192	15094027080386890060.wav	Его встретил заместитель премьер-министра Сингапура Вонг Кан Сенг, и он обсудил вопросы торговли и терроризма с премьер-министром Сингапура Ли Хсиен Луном.
193	15167791612734877902.wav	Через пять минут после начала демонстрации начинает дуть ветер, примерно минуту спустя скорость ветра достигает 70 км/ч... затем начинается дождь, настолько сильный и такой крупный, что бъет по коже как игла, затем с неба пошел град, люди паникуют, кричат и бегают друг по другу.
194	15199695878621076767.wav	Это позволит ему быть обратно совместимым с 802.11a, 802.11b и 802.11g, при условии, что базовая станция оборудована двумя радиомодулями.
195	15228527404193944906.wav	Он тоньше под мариями и толще под нагорьями.
196	15257026998252037010.wav	Дикие дети могли испытать тяжелое детское насилие или травму, прежде чем быть брошенными или сбежать.
197	15278922555301201869.wav	Массовое владение автомобилями также приводит к повышенной частоте аварий на дорогах, что приводит к изобретению новых техник в здравоохранении для восстановления поврежденных тел.
198	1531123292382678510.wav	Джанкарло Физикелла потерял контроль над своим автомобилем и закончил гонку очень скоро после старта.
199	15359249341091182172.wav	Детей помещают в приемные семьи по широкому спектру причин, начиная от небрежного отношения, заканчивая насилием и даже вымогательством.
200	15462197415062072209.wav	Центральная власть церкви находилась в Риме уже более тысячи лет, и эта концентрация власти и денег заставляла многих задуматься, соблюдался ли этот принцип.
201	15494714124475485422.wav	Согласно японскому ядерному агентству, в электростанции были обнаружены радиоактивный цезий и йод.
202	15505806025419963341.wav	Все участвуют в обществе и используют транспортные системы. Почти все жалуются на транспортные системы.
203	15510957858467012907.wav	Большинство маленьких островов являются независимыми государствами или ассоциированы с Францией и известны как роскошные пляжные курорты.
204	15533201887617185536.wav	Эти теории рассматривают, что именно заставляет определенных людей желать того, что они делают, и какие обстоятельства в их окружении заставляют их делать или не делать определенные вещи.
205	1553627708563736436.wav	Рёв тигра не похож на громкий рёв льва, а больше похож на фразу из ворчливых кричащих слов.
206	1559267283424963143.wav	Блоггинг — это инструмент, который вдохновляет на сотрудничество и побуждает учащихся продолжать обучение далеко за пределами традиционного школьного дня.
207	15592925372393530543.wav	Группы львов состоят из одного-трёх взрослых самцов и до тридцати самок с детёнышами.
208	156130586016414879.wav	В общем, можно выделить два поведенческих стиля, которые могут проявиться, когда менеджеры начинают руководить своими бывшими коллегами. Один из аспектов - попытка оставаться одним из парней (или девушек).
209	15618717836108767541.wav	Начальник полиции Чандра Шекхар Соланки заявил, что обвиняемые явились в суд с закрытыми лицами.
210	15622589675144910207.wav	Большая пирамида в Гизе - единственное из семи чудес, которое до сих пор стоит.
211	15648812079343683412.wav	Популярные виды спорта включают футбол, баскетбол, волейбол, водное поло, фехтование, регби, велоспорт, хоккей с шайбой, роликовый хоккей и автогонки формулы-1.
212	15667010054869079797.wav	В течение этого периода в европейской истории католическая церковь, которая стала богатой и могущественной, была подвергнута осмотру.
213	15695900311829620190.wav	Через ночь было сделано от 150 до 200 копий, известных сейчас как Данлапские широкие стенды.
214	15738179776336088720.wav	Cперва в пути укладывали деревянные шпалы для закрепления рельс. Однако позже стало очевидно, что рельсы будут эффективнее, если у них будет железная полоса сверху.
215	15739600005438498912.wav	Однако после выбытия капитана на 36 баллов Индия потеряла 7 крикетных палок, завершив свой ход.
216	15790784892019701649.wav	Центральная власть церкви была в Риме более тысячи лет, и эта концентрация власти и денег заставила многих задаться вопросом, соблюдалось ли это учение.
217	15820671163473629623.wav	Автобусы отправляются с между-районного автовокзала (через реку) в течение всего дня, хотя большинство, особенно те, которые направляются на восток и Джакар/Бумтанг, отправляются между 06:30 и 07:30.
218	15824575839049156888.wav	Два соединения реагируют между собой, образуя кристаллы, которые могут блокировать функцию почек, сообщили исследователи университета.
219	15842229443202938478.wav	Простой и популярный обед, особенно в летнее время, - это Pa amb Oli: хлеб с оливковым маслом, помидором и любыми доступными добавками, такими как сыр, тунец и др.
220	15935462347202880059.wav	Основанная на вершине одной из гор на север от Мекки, пещера полностью изолирована от остального мира.
221	15945599843667387523.wav	Архипелаг находится в 120 км к северу от полуострова. Самым крупным островом является остров Короля Георга с поселением Вилья Лас-Эстрельяс.
222	1596269393232229615.wav	Бишкек был описан одним наблюдателем как погружающийся в состояние анархии, поскольку банды людей бродили по улицам и грабили магазины потребительских товаров.
223	15966297335082605286.wav	Поскольку перья динозавров не имеют хорошо развитого черевика, называемого ракисом, но имеют другие характеристики перьев — бородавки и бородавочки — исследователи сделали вывод, что ракис, скорее всего, является более поздним эволюционным развитием по сравнению с этими другими характеристиками.
224	16010170383637871536.wav	Люди знали о базовых химических элементах, таких как золото, серебро и медь, с древности, поскольку все они могут быть найдены в природе в чистом виде и довольно просты для добычи с помощью примитивных инструментов.
225	1605300975319497622.wav	Население Ватиканского города составляет около 800 человек. Он является самой маленькой независимой страной в мире и страной с самым низким населением.
226	1616366247253366320.wav	Он также нападал на все, что входило в воду; даже гигантский динозавр, такой как Тираннозавр рекс, не смог бы с ним справиться.
227	1618638950277648344.wav	Однако это не так. Хотя на обороте документа что-то написано, это не карта сокровищ.
228	16188741492070958424.wav	Он принес нам поезд, автомобиль и множество других транспортных средств.
229	16200495359369533302.wav	Круизы по Санкт-Петербургу включают время в городе. Пассажиры круизов освобождены от требований визы (проверьте условия).
230	16207777688923954070.wav	Автомобильное взрывное устройство взорвалось в здании полицейского управления в Газиантепе, Турция, вчера утром, убив двух полицейских и ранив более двадцати других людей.
231	16234809612157196531.wav	Великая пирамида в Гизе - единственное из семи чудес, которое стоит и по сей день.
232	16249020005264010985.wav	Нет универсального определения для того, какие произведения считаются антиквариатом. Некоторые налоговые агентства определяют товары старше 100 лет как антиквариат.
233	16311865697463361030.wav	Поиск в интернете по запросу курс по работе в враждебной среде вероятно приведет к адресу местной компании.
234	16327101627424867030.wav	Шоу звука и света у пирамид является одним из самых интересных развлечений для детей в этом районе.
235	163369145011818208.wav	Козлы, кажется, были одомашнены примерно 10 000 лет назад в горах Загрос в Иране.
236	1633905380187706594.wav	После постройки плотины в 1963 году сезонные наводнения, которые распространяли осадки по всей реке, были прекращены.
237	16355757648693617724.wav	Бишкек был описан как погруженный в состояние анархии одним наблюдателем, поскольку банды людей бродили по улицам и разграбляли магазины потребительских товаров.
238	16367441259442214277.wav	Транспортное средство было увезено с места аварии примерно в 1200 по Гринвичу в тот же день.
239	16437430878550556483.wav	Союз гимнастики США и Олимпийский комитет США имеют одну общую цель - сделать спорт гимнастики, а также другие виды спорта, максимально безопасными для спортсменов, чтобы они могли следовать своим мечтам в безопасной, позитивной и поддерживающей обстановке.
240	16482413846901462656.wav	Растения создают свою пищу из солнечного света с помощью фотосинтеза. Они также предоставляют тень.
241	16528325964292062857.wav	Этот осадок был необходим для формирования отмелей и пляжей, которые служили местами обитания дикой природы.
242	16545276994853978309.wav	Профессор Памела Фергюсон из Университета Данди отмечает: Журналисты кажется, перешагивают опасную грань, публикуя фотографии и т. д. подозреваемых.
243	16561255522246307224.wav	Здесь еще осталось много мужчин и женщин, которые выжили в свое время, и еще больше тех, у кого были близкие, убитые или умершие от изнурения там, как евреи, так и неевреи.
244	16631812927540811343.wav	Количество присутствующих было настолько велико, что не удавалось всем войти на похороны на площади Святого Петра.
245	16685618834972658685.wav	Однако из-за медленных коммуникационных каналов стили на Западе могли отставать на 25-30 лет.
246	16702780028313283623.wav	Всё во Вселенной состоит из вещества. Вся материя состоит из мельчайших частиц, называемых атомами.
247	16721823661104667622.wav	Сильные течения - это обратный поток от прибоя, часто возникающий у пляжа, обычно у рифа или подобных мест.
248	16725549094651424150.wav	Он тоньше под морями и толще под нагорьями.
249	16757205419144758552.wav	Вскоре после начала боевых действий Британия начала морскую блокаду Германии.
250	16766787285057438836.wav	Официальными языками Барселоны являются каталанский и испанский. Около половины жителей предпочитают говорить на каталанском, большинство понимают его, а испанский знают практически все.
251	16824485789160047135.wav	Митчелл Гурли из Австралии занял одиннадцатое место в мужском стоячем Супер-Г. Чешский соперник Ольдрих Елинек финишировал шестнадцатым в мужском гонке на Супер-Г в сидячем положении.
252	16847628585853049714.wav	Вы можете использовать бода-бода (мотоцикл-такси), чтобы перемещаться по Гоме. Обычная (местная) цена составляет ~500 конголезских франков за короткую поездку.
253	16851035292487940942.wav	После постройки плотины в 1963 году сезонные наводнения, которые распространяли осадки по всей реке, были остановлены.
254	16890607023935231060.wav	Парижане имеют репутацию эгоистичными, грубыми и высокомерными.
255	16989675193715509568.wav	Их дисциплинированная оборона, мастерство в обращении с мячом и отличная командная работа выделили их, и было ясно, что это команда, которую нужно побеждать.
256	1701461929359257439.wav	Десятая названная бурей сезона тропических штормов Атлантического океана, Субтропический Шторм Джерри, образовался сегодня в Атлантическом океане.
257	17029455052229515619.wav	Если вы пристанете на берег только с помощью экскурсий с корабля, вам не потребуется отдельная виза (на момент 2009 года).
258	17087438879836851456.wav	Лейтон запросил изменения в законопроекте консерваторов об окружающей среде во время встречи с премьер-министром, требуя тщательного и полного переписывания законопроекта по охране окружающей среды Консервативной партии.
259	17107523751051309601.wav	Либеральная критика усилий по реконструкции сосредоточена на выдаче контрактов на реконструкцию предполагаемым влиятельным лицам из Вашингтона.
260	17120997777600226051.wav	Наиболее легко доступными растительными ресурсами были бы белки, содержащиеся в листьях и бобовых, но для приматов, подобных нам, их трудно переварить без приготовления.
261	17158526797037461547.wav	25 брошюр Данлап, до сих пор известных как существующие, являются самыми древними сохранившимися копиями этого документа. Оригинальная рукопись не сохранилась.
262	17202654907652316758.wav	Наконец, есть много маленьких кошек (включая бездомных домашних кошек), которые питаются гораздо более численной мелкой добычей, такой как насекомые, грызуны, ящерицы и птицы.
263	1722118868151836971.wav	Текущая сенатор и первая леди Аргентины Кристина Фернандес де Киршнер объявила о своей кандидатуре на пост президента вчера вечером в Ла-Плате, городе, находящемся в 50 километрах от Буэнос-Айреса.
264	1724953769276277810.wav	Это иногда переполненные пляжи для семей с хорошим выбором магазинов вдоль берега. Купание безопасно.
265	17257800930548614745.wav	В архипелагах и озерах вам не обязательно нужна яхта.
266	1727490782035998315.wav	Предупреждение о цунами не было объявлено, и согласно джакартскому институту геофизики, предупреждение о цунами не будет объявлено, так как землетрясение не соответствовало требованию по магнитуде 6.5.
267	17289442889985927678.wav	Шенгенская зона, однако, в этом отношении работает как одна страна.
268	1729210846741769405.wav	Прерывание сна - это процесс целенаправленного пробуждения во время вашего обычного сна и затем засыпания через короткое время (10–60 минут).
269	1731561740051730459.wav	Сегодня единственные насекомые, которые не могут сложить свои крылья назад, - стрекозы и каменки.
270	17382227205265930996.wav	Принимались взгляды Аристотеля по всем вопросам науки, включая психологию.
271	17390731724222522492.wav	Для сборной Спрингбоков это положило конец серии из пяти поражений.
272	17392214165625498386.wav	Больница соблюдает протокол по контролю за инфекциями, включая изоляцию пациента от других для предотвращения возможного заражения других.
273	17406400587485166719.wav	Транспортное средство было увезено с места аварии примерно в 12:00 по Гринвичу в тот же день.
274	17476880836582943567.wav	Будьте тверды в отказе мужчинам и не бойтесь стоять на своем (культурные различия или их отсутствие не оправдание!).
275	17477520783262554049.wav	Использование видеозаписей привело к важным открытиям в интерпретации микро-выражений, лицевых движений, которые длится всего несколько миллисекунд.
276	17498257810809617374.wav	Однако эти планы стали устаревшими практически мгновенно, когда более 800 000 солдат Красной Армии Советского Союза вошли и сформировали белорусский и украинский фронты после вторжения на восточные регионы Польши в нарушение Рижского мирного договора, советско-польского договора о ненападении и других международных договоров, как двусторонних, так и многосторонних.
277	17535235071289984666.wav	Политики отмены могут различаться, но на конец марта большинство политик отмены, связанных с коронавирусом, не распространяются на июль 2020 года, когда должны были проходить Олимпийские игры.
278	17541705185473334415.wav	Это позволит игрокам управлять действиями и движениями в видеоиграх, перемещая устройство в воздухе.
279	17551750048021783839.wav	Полные 20 процентов воды, которая вытекает из рек планеты в океаны, идет из Амазонки.
280	17555259562398245870.wav	Он также занимался гравировкой банкнот для многих стран, недавние примеры его работ включают портреты премьер-министров на лицевой стороне новых канадских купюр номиналом в $5 и $100.
281	17559567402304106195.wav	Битсмены среднего порядка, Сачин Тендулкар и Рахул Дравид, хорошо сыграли и установили сотню бегового партнерства.
282	17567046183557458641.wav	Болезнь переносится свиньями, которые затем передается человеку через комаров.
283	17623856607065799247.wav	В 1920-х годах преобладающими взглядами большинства граждан и наций были пацифизм и изоляционизм.
284	17629209318705923135.wav	Конечно, существуют христианские богословские объяснения этой традиции, но это могут быть и предхристианские весенние и ритуалы плодородия.
285	17637008742317695762.wav	Интернет-портал развлекательных новостей TMZ сообщает, что фотограф остановил свой автомобиль на другой стороне бульвара Сепульведа и попытался сфотографировать полицейскую остановку, прежде чем перейти дорогу и продолжить движение, что заставило полицейского штата Калифорния остановившего движение приказать ему вернуться обратно, дважды.
286	17656538893065595043.wav	Три царства было одним из самых кровавых периодов в истории Древнего Китая, тысячи людей погибли в борьбе за право занять величественный трон во дворце в Сиане.
287	17695442797451759106.wav	Самыми доступными растительными ресурсами были бы белки, содержащиеся в листьях и бобовых, но для таких приматов, как мы, их трудно усвоить без проваривания.
288	1770419804458122000.wav	Состав этих кристаллов соответствует тем, что обнаружено в моче заболевших домашних животных при сравнении с помощью инфракрасной спектроскопии (FTIR).
289	17720519199437095973.wav	Хан ушел в отставку, его в кабинете заменит депутат Эд Дейви. Ожидается, что депутат Норман Лэмб займет должность министра по делам бизнеса, к которой освободилось место у Дейви.
290	17722393517246760407.wav	Его встретил заместитель премьер-министра Сингапура Вонг Кан Сенг, и он обсудил вопросы торговли и терроризма с премьер-министром Сингапура Ли Хсиен Лунгом.
291	17737260257548671107.wav	Дювалл, который состоит в браке и у него двое взрослых детей, не произвел большого впечатления на Миллера, кому была передана история.
292	1774013444539766052.wav	Его известность как эпицентра роскоши началась примерно в 400 г.н.э. и длилась до примерно 1100 г.н.э.
293	17744887036120495547.wav	Ядерная бомба работает на принципе того, что для объединения ядра с множеством протонов и нейтронов требуется энергия.
294	17824557748066874904.wav	Помните, что даже если музыка на главных сценах уже закончилась, могут быть зоны фестиваля, где музыка будет звучать допоздна.
295	17837018222808398366.wav	Большинство интерпретаций технологического детерминизма объединяют две общие идеи: что развитие технологий само по себе следует путем, в значительной степени выходящим за пределы культурного или политического влияния, и что технология, в свою очередь, оказывает эффекты на общества, которые являются врожденными, а не обусловленными социально.
296	17858903836434412568.wav	Более традиционные церкви часто проводят пасхальную вечернюю службу в субботу ночью во время пасхальных выходных, и при ударе полуночи прихожане часто начинают праздновать воскрешение Христа.
297	17867641190456170710.wav	Пожарные расчеты в конечном итоге потушили пожар к 23:35.
298	17897122138146023259.wav	Он назвал эти слухи политическими сплетнями и глупостями.
299	17901982257181767377.wav	Институт по справедливости и демократии Гаити ссылается на независимые исследования, которые предполагают, что непальский батальон миротворческих сил ООН ненамеренно привнёс эту болезнь в Гаити.
300	17931113498862338153.wav	Мозазавр был вершинным хищником своего времени, поэтому не боялся ничего, кроме других мозазавров.
301	17991438134494400884.wav	Адекватное использование блогов может дать студентам больше возможностей для аналитического и критического мышления; активно отвечая на материалы в Интернете, студенты могут определить свои позиции в контексте чужих текстов, а также изложить свои собственные взгляды на конкретные вопросы (Оравек, 2002).
302	17993676999513479371.wav	Десятой именованной бурей сезона тропических циклонов в Атлантическом океане стала субтропическая буря Джерри.
303	1800879378797955911.wav	Горячий шоколад соответствует бельгийским стандартам. Фруктовые соки дорогие, но отличные.
304	1803816418609037922.wav	Многие немецкие выпечки также содержат миндаль, лесной орех и другие орехи. Популярные торты часто хорошо сочетаются с чашкой крепкого кофе.
305	18045112717362407063.wav	Виртуальные леса встроены в программное обеспечение и призваны вопросить, подталкивать и объяснять процедуры, которые могли быть слишком сложными для того, чтобы ученик мог справиться с ними самостоятельно.
306	18045404733982450413.wav	Он отнёсся к слухам как к политическому болтовне и глупостям.
307	18050107333341461921.wav	Архипелаг находится в 120 км к северу от полуострова. Самый большой из них - остров Кинг-Джордж с поселением Вилья Лас Эстреллас.
308	18066939864018796519.wav	Популярные виды спорта включают футбол, баскетбол, волейбол, водное поло, фехтование, регби, велоспорт, хоккей с шайбой, роликовый хоккей и автогонки класса Формула-1.
309	18080893208509673354.wav	Текущий сенатор и первая леди Аргентины Кристина Фернандес де Киршнер объявила вчера вечером свою кандидатуру на пост президента в Ла-Плата, городе, находящемся в 50 километрах (31 миля) от Буэнос-Айреса.
310	18089255921943570546.wav	Сцены отображаются на пирамидах, и различные пирамиды освещаются.
311	18192639498290469063.wav	Губернатор Калифорнии Арнольд Шварценеггер подписал законопроект, запрещающий продажу или аренду насильственных видеоигр несовершеннолетним.
312	18202922830718982906.wav	Профессор Памела Фергюсон из Университета Данди замечает: Журналисты, кажется, продвигаются по опасной черте, публикуя фотографии и тому подобное подозреваемых.
313	18202947038243735021.wav	Он не смог принимать лекарства, необходимые для преодоления боли, так как они запрещены на Играх.
314	18249328980235371168.wav	Например, наиболее распространенным форматом фотографий в стиле статичного изображения в мире является 35 мм, который был доминирующим размером пленки на закате эпохи аналоговой фотографии.
315	18284781272143232129.wav	Также на севере посетите великий Святыню Фатимской Богоматери, место всемирно известных явлений.
316	1830239880893513318.wav	Aerosmith отменили свои оставшиеся концерты в рамках тура.
317	18320871674783850842.wav	Остров Гонконг дает название территории Гонконг, и многие туристы считают его главным центром внимания.
318	18338037673431314900.wav	Дикие дети могли пережить сильное детское насилие или травму, прежде чем были брошены или убежали.
319	18348048016606756393.wav	Дискуссию вызвал спор о расходах на оказание помощи и восстановление после урагана Катрина, который некоторые фискальные консерваторы пошутили назвать Новоорлеанской сделкой Буша.
320	18359063029191000694.wav	Ученые смогли заключить, что темная материя воздействует на другую темную материю так же, как это делает обычная материя.
321	18401388433019060091.wav	Новостной сайт развлекательных новостей TMZ понимает, что фотограф остановил свое транспортное средство на другой стороне бульвара Сепульведа и попытался сделать фотографии полицейской остановки, прежде чем пересечь дорогу и продолжить движение, вызвав у полицейского штата Калифорния, проводившего остановку транспортного средства, приказ вернуться назад через дорогу, дважды.
322	1876924768395363851.wav	Мухаммад глубоко интересовался вопросами, выходящими за пределы этой мирской жизни. Он часто посещал пещеру, которая стала известна как Хира на горе Нур (свет) для размышлений.
323	1891517816131569989.wav	Он [Уэльс] в основном с самого начала обманул нас. Сначала, делая вид, что это было из-за юридических причин. Во-вторых, притворившись, что слушал нас, прямо до момента удаления его работы.
324	1944915261206096046.wav	Перемешайте два сухих порошка вместе, затем, с чистыми мокрыми руками, сформируйте из них шар.
325	1963592535181342965.wav	Другие номинации включают Лучший фильм, Режиссер, Кинематография, Костюмы, Монтаж, Оригинальный саундтрек, Художественное оформление, Звуковой монтаж, Звуковое сопровождение и Оригинальный сценарий.
326	1970151869993494628.wav	Стандарт 802.11n работает на частотах 2,4 ГГц и 5,0 ГГц.
327	2013850546771709559.wav	Город сильно контрастирует с остальными городами страны, потому что в нем больше арабского колорита, чем африканского.
328	2024594662850694945.wav	Карри — это блюдо на основе трав и специй, в сочетании с мясом или овощами.
329	2074231104398719826.wav	Это иногда переполненные семейные пляжи с хорошим выбором магазинов вдоль берега. Купание безопасно.
330	2107835372204888631.wav	Институт по правосудию и демократии на Гаити ссылается на независимые исследования, указывающие, что непальский батальон миротворческих войск ООН ненамеренно привёл болезнь на Гаити.
